"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","VAT","Holy See","2022","2022",,"a","Category not applicable"
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ECU","Ecuador","2016","2016",1042.06799,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ECU","Ecuador","2018","2018",1255.30065,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ECU","Ecuador","2019","2019",1200.7849,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ECU","Ecuador","2020","2020",1061.1069,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ECU","Ecuador","2021","2021",1005.30097,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","NLD","Netherlands","2016","2016",17395.70191,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","NLD","Netherlands","2017","2017",17488.6858,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","NLD","Netherlands","2018","2018",19639.4034,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","NLD","Netherlands","2019","2019",18609.97633,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","MDA","Republic of Moldova","2016","2016",30.81018,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","MDA","Republic of Moldova","2017","2017",39.24128,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","MDA","Republic of Moldova","2018","2018",44.44372,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","MDA","Republic of Moldova","2019","2019",46.38355,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","MDA","Republic of Moldova","2020","2020",48.45147,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","MDA","Republic of Moldova","2021","2021",48.11119,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","FIN","Finland","2016","2016",16496.51802,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","FIN","Finland","2017","2017",16267.1525,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","FIN","Finland","2018","2018",17302.28262,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","FIN","Finland","2019","2019",17230.473,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ITA","Italy","2016","2016",8342.607,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ITA","Italy","2017","2017",9277.16776,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ITA","Italy","2018","2018",9959.34367,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ITA","Italy","2019","2019",9827.31916,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ZMB","Zambia","2016","2016",3.85491,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ZMB","Zambia","2017","2017",3.88758,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","CHE","Switzerland","2016","2016",12130.3171,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","CHE","Switzerland","2017","2017",12107.25585,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","CHE","Switzerland","2018","2018",12189.21094,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","PER","Peru","2016","2016",7317.31237,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","PER","Peru","2017","2017",8295.34637,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","PER","Peru","2018","2018",8267.0824,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","PER","Peru","2019","2019",8727.50893,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","PER","Peru","2020","2020",8578.90855,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","PER","Peru","2021","2021",8889.31337,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","DMA","Dominica","2019","2019",4.93176,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","DMA","Dominica","2020","2020",4.00095,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","MNG","Mongolia","2016","2016",163.78973,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","MNG","Mongolia","2017","2017",136.53089,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","GRD","Grenada","2017","2017",11.18963,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KGZ","Kyrgyzstan","2016","2016",448.72064,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KGZ","Kyrgyzstan","2017","2017",464.19387,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KGZ","Kyrgyzstan","2018","2018",459.26732,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KGZ","Kyrgyzstan","2019","2019",476.08588,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","WSM","Samoa","2016","2016",0.28955,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","IRN","Iran (Islamic Republic of)","2016","2016",580.18688,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","IRN","Iran (Islamic Republic of)","2017","2017",610.44436,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","IRN","Iran (Islamic Republic of)","2018","2018",685.84603,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","IRN","Iran (Islamic Republic of)","2019","2019",401.3041,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","IRN","Iran (Islamic Republic of)","2020","2020",335.78653,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","ISL","Iceland","2016","2016",224.76224,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","ISL","Iceland","2017","2017",265.19381,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","ISL","Iceland","2018","2018",276.43527,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","ISL","Iceland","2019","2019",262.55581,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","NAM","Namibia","2016","2016",17.04104,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","NAM","Namibia","2017","2017",13.92595,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","AUS","Australia","2016","2016",63788.17877,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","AUS","Australia","2017","2017",68159.44641,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","AUS","Australia","2018","2018",73189.98527,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","AUS","Australia","2019","2019",71481.03385,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","MDV","Maldives","2016","2016",19.46377,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","MDV","Maldives","2018","2018",21.94605,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","MDV","Maldives","2019","2019",24.88939,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LKA","Sri Lanka","2016","2016",991.82534,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LKA","Sri Lanka","2017","2017",816.87804,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LKA","Sri Lanka","2018","2018",560.79385,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LKA","Sri Lanka","2019","2019",472.75408,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LKA","Sri Lanka","2020","2020",377.0095,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","LUX","Luxembourg","2017","2017",307.43151,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","LUX","Luxembourg","2018","2018",354.44351,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","LUX","Luxembourg","2019","2019",368.22335,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","IND","India","2016","2016",22213.52053,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","IND","India","2017","2017",24297.28146,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","IND","India","2018","2018",29148.24654,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","IND","India","2019","2019",27666.55273,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","IND","India","2020","2020",28606.10181,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","IND","India","2021","2021",29015.13641,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","JOR","Jordan","2016","2016",394.52718,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","JOR","Jordan","2017","2017",382.2503,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","JOR","Jordan","2018","2018",375.94707,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","JOR","Jordan","2019","2019",416.88003,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","JOR","Jordan","2021","2021",454.73515,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","SVK","Slovakia","2016","2016",3508.86327,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","SVK","Slovakia","2017","2017",3761.15536,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","SVK","Slovakia","2018","2018",4195.53938,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","SVK","Slovakia","2019","2019",4517.18707,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ALB","Albania","2016","2016",7.65924,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ALB","Albania","2017","2017",9.3094,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ALB","Albania","2019","2019",11.31758,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","ALB","Albania","2020","2020",370.86415,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","BRN","Brunei Darussalam","2016","2016",111.71384,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","NOR","Norway","2016","2016",7915.56159,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","NOR","Norway","2017","2017",8410.43538,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","NOR","Norway","2018","2018",9073.2616,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","NOR","Norway","2019","2019",8725.96253,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","MCO","Monaco","2016","2016",11.27119,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","MCO","Monaco","2019","2019",10.74911,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","MCO","Monaco","2021","2021",19.72108,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","AND","Andorra","2016","2016",20.16358,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","AND","Andorra","2017","2017",21.28038,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","AND","Andorra","2018","2018",22.38212,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","AND","Andorra","2019","2019",21.42019,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","SYC","Seychelles","2016","2016",6.86777,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","PRY","Paraguay","2016","2016",451.69461,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","PRY","Paraguay","2020","2020",514.69306,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","PRY","Paraguay","2021","2021",506.48757,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","CIV","Côte d'Ivoire","2016","2016",359.2455,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","CIV","Côte d'Ivoire","2017","2017",411.28407,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","CIV","Côte d'Ivoire","2018","2018",435.53481,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","CIV","Côte d'Ivoire","2019","2019",493.0045,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","CIV","Côte d'Ivoire","2020","2020",515.69313,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","CIV","Côte d'Ivoire","2021","2021",562.27532,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","CHL","Chile","2016","2016",2555.28154,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","CHL","Chile","2017","2017",2739.92031,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","CHL","Chile","2018","2018",2953.32339,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","CHL","Chile","2019","2019",2847.65146,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","BLR","Belarus","2016","2016",2360.62276,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","BLR","Belarus","2017","2017",2624.13606,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","BLR","Belarus","2019","2019",3207.26812,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","BLR","Belarus","2020","2020",2984.25836,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","BLR","Belarus","2021","2021",3209.42597,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","STP","Sao Tome and Principe","2016","2016",17.87261,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","STP","Sao Tome and Principe","2017","2017",18.91731,"‡","UIS Estimation"
"X_US_FSGOV","Government expenditure on education, US$ (millions)","STP","Sao Tome and Principe","2018","2018",21.58196,"‡","UIS Estimation"
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","ISL","Iceland","2016","2016",431.77724,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","ISL","Iceland","2017","2017",544.29592,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","ISL","Iceland","2018","2018",596.63371,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","ISL","Iceland","2019","2019",549.83967,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","SLE","Sierra Leone","2016","2016",40.09638,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","SLE","Sierra Leone","2017","2017",35.34274,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","SLE","Sierra Leone","2018","2018",88.58665,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","SLE","Sierra Leone","2019","2019",117.98119,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","SLE","Sierra Leone","2020","2020",143.25669,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","SLE","Sierra Leone","2021","2021",178.53517,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","MMR","Myanmar","2017","2017",6.95253,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","MMR","Myanmar","2019","2019",,"a","Category not applicable"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","SEN","Senegal","2016","2016",228.81489,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","SEN","Senegal","2018","2018",202.87538,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","MWI","Malawi","2016","2016",69.92857,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","COK","Cook Islands","2016","2016",,"a","Category not applicable"
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","SLV","El Salvador","2016","2016",326.35867,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","SLV","El Salvador","2017","2017",324.67403,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","SLV","El Salvador","2018","2018",319.20427,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","SLV","El Salvador","2019","2019",291.89018,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NER","Niger","2016","2016",307.64318,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NER","Niger","2017","2017",288.37215,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","NER","Niger","2018","2018",442.8318,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","TCA","Turks and Caicos Islands","2018","2018",5.44393,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","TCA","Turks and Caicos Islands","2019","2019",5.22274,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","TCA","Turks and Caicos Islands","2021","2021",4.78116,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","TCD","Chad","2018","2018",26.03835,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","TCD","Chad","2020","2020",50.43127,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","TCD","Chad","2021","2021",41.5875,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","CZE","Czechia","2016","2016",1626.95988,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","CZE","Czechia","2017","2017",1992.87884,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","CZE","Czechia","2018","2018",2491.98379,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","CZE","Czechia","2019","2019",2895.64114,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","UKR","Ukraine","2016","2016",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","UKR","Ukraine","2017","2017",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","UKR","Ukraine","2018","2018",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","UKR","Ukraine","2020","2020",,"n","Magnitude nil or negligible"
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","VGB","British Virgin Islands","2022","2022",,"n","Magnitude nil or negligible"
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MLI","Mali","2016","2016",434.07469,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MLI","Mali","2017","2017",582.32526,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","MLI","Mali","2021","2021",842.60828,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","JAM","Jamaica","2016","2016",137.46258,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","JAM","Jamaica","2017","2017",142.58929,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","JAM","Jamaica","2018","2018",157.10006,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","JAM","Jamaica","2019","2019",144.70705,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","GRC","Greece","2016","2016",2734.64084,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","GRC","Greece","2017","2017",2746.70264,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","GRC","Greece","2018","2018",2957.11788,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","GRC","Greece","2019","2019",2660.54664,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","MSR","Montserrat","2018","2018",,"a","Category not applicable"
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","MSR","Montserrat","2019","2019",,"a","Category not applicable"
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","EST","Estonia","2016","2016",336.69558,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","EST","Estonia","2017","2017",305.47996,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","EST","Estonia","2018","2018",359.91478,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","EST","Estonia","2019","2019",337.68277,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","KOR","Republic of Korea","2016","2016",25141.74587,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","KOR","Republic of Korea","2017","2017",27620.023,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","KOR","Republic of Korea","2018","2018",30011.32224,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","KOR","Republic of Korea","2019","2019",31543.77044,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","ECU","Ecuador","2016","2016",232.35953,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ZAF","South Africa","2016","2016",294.47411,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ZAF","South Africa","2017","2017",282.98379,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ZAF","South Africa","2018","2018",313.49315,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ZAF","South Africa","2019","2019",340.03415,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ZAF","South Africa","2020","2020",388.38825,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","ZAF","South Africa","2021","2021",358.78648,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","KNA","Saint Kitts and Nevis","2021","2021",23.90222,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","GIN","Guinea","2016","2016",11.8541,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","GIN","Guinea","2017","2017",11.80158,,
"X_US_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)","GIN","Guinea","2018","2018",13.23443,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","PRT","Portugal","2017","2017",2420.67557,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","PRT","Portugal","2018","2018",2381.66373,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","PRT","Portugal","2019","2019",2515.17016,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","HUN","Hungary","2016","2016",347.27016,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","HUN","Hungary","2017","2017",397.23484,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","HUN","Hungary","2018","2018",387.16796,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","HUN","Hungary","2019","2019",217.38656,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LTU","Lithuania","2016","2016",325.68632,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LTU","Lithuania","2017","2017",352.26622,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LTU","Lithuania","2018","2018",386.12489,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","LTU","Lithuania","2019","2019",409.97284,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","USA","United States of America","2016","2016",875101.13369,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","USA","United States of America","2017","2017",957727.91594,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","USA","United States of America","2018","2018",960016.44442,,
"X_US_FSGOV","Government expenditure on education, US$ (millions)","USA","United States of America","2019","2019",1024040.33555,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","COL","Colombia","2016","2016",730.42334,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","COL","Colombia","2017","2017",794.5834,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","COL","Colombia","2018","2018",793.35686,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","COL","Colombia","2019","2019",855.08719,,
"X_US_02_FSGOV","Government expenditure on pre-primary education, US$ (millions)","COL","Colombia","2020","2020",846.45313,,
"X_US_4_FSGOV","Government expenditure on post-secondary non-tertiary education, US$ (millions)","MHL","Marshall Islands","2019","2019",4.31274,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","CHE","Switzerland","2016","2016",8910.89512,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","CHE","Switzerland","2017","2017",9236.2928,,
"X_US_5T8_FSGOV","Government expenditure on tertiary education, US$ (millions)","CHE","Switzerland","2018","2018",9512.39055,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","ABW","Aruba","2016","2016",45.09899,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","CYP","Cyprus","2016","2016",527.28659,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","CYP","Cyprus","2017","2017",544.92105,,
"X_US_2T3_FSGOV","Government expenditure on secondary education, US$ (millions)","CYP","Cyprus","2019","2019",570.13009,,
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","JPN","Japan","2016","2016",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","JPN","Japan","2017","2017",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","JPN","Japan","2018","2018",,"n","Magnitude nil or negligible"
"X_US_UK_FSGOV","Government expenditure on education not specified by level, US$ (millions)","JPN","Japan","2019","2019",,"n","Magnitude nil or negligible"
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","CRI","Costa Rica","2016","2016",1380.34921,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","CRI","Costa Rica","2017","2017",1237.30712,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","CRI","Costa Rica","2018","2018",1211.74423,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","CRI","Costa Rica","2019","2019",1548.67131,,
"X_US_1_FSGOV","Government expenditure on primary education, US$ (millions)","CRI","Costa Rica","2020","2020",1292.6494,,
"X_US_3_FSGOV","Government expenditure on upper secondary education, US$ (millions)","TGO","Togo","2016","2016",19.03459,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","MDA","Republic of Moldova","2016","2016",111.81037,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","MDA","Republic of Moldova","2017","2017",134.29572,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","MDA","Republic of Moldova","2018","2018",158.08472,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","MDA","Republic of Moldova","2019","2019",176.19058,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","MDA","Republic of Moldova","2020","2020",169.64288,,
"X_US_2_FSGOV","Government expenditure on lower secondary education, US$ (millions)","MDA","Republic of Moldova","2021","2021",174.56317,,
